seed,regressao_logistica,arvore_decisao,random_forest,gradient_boosting,xgboost,svm_nystroem
7,0.4748833035126732,0.7405952471192879,0.7937451674730799,0.7516625355450943,0.8172400267296825,0.46115410109865934
42,0.4748833035126732,0.7407561710182792,0.7937420607228562,0.7493135394287102,0.8170573178627526,0.4839647532391518
123,0.4748833035126732,0.7405925163759448,0.7931852927686204,0.7627689510905775,0.8169039465932519,0.5216928426221614
555,0.4748833035126732,0.7407688928628585,0.7936987628077506,0.5969201329005933,0.8174579547675366,0.5513020005274734
2024,0.4748833035126732,0.7408592484422332,0.793916521884343,0.6693205226856612,0.8173585961407885,0.5404052860484998
